Username,Tanggal,Bintang,Komentar,Komentar_Cleaned,Komentar_Tokenized,Label,Prediksi_NaiveBayes,Prediksi_SVM,Prediksi_KNN
Gooners,12/14/2024,4,"Sayang sekali aplikasinya di buka sangat berat, loadingnya lama buat masuk interface awal. Semoga dapat diperbaiki lagi. Saran, agar lebih menarik tambahkan fitur widget min, krn saya kira udah lengkap infonya tinggal kembangin lagi",sayang sekali aplikasi buka sangat berat loadingnya lama buat masuk interface awal moga dapat baik lagi saran agar lebih tarik tambah fitur widget min krn saya kira udah lengkap info tinggal kembangin lagi,"['sayang', 'sekali', 'aplikasi', 'buka', 'sangat', 'berat', 'loadingnya', 'lama', 'buat', 'masuk', 'interface', 'awal', 'moga', 'dapat', 'baik', 'lagi', 'saran', 'agar', 'lebih', 'tarik', 'tambah', 'fitur', 'widget', 'min', 'krn', 'saya', 'kira', 'udah', 'lengkap', 'info', 'tinggal', 'kembangin', 'lagi']",positif,positif,positif,positif
Kaka Villi,6/1/2023,5,"Sangat bermanfaat, info cepat dan cukup akurat",sangat manfaat info cepat cukup akurat,"['sangat', 'manfaat', 'info', 'cepat', 'cukup', 'akurat']",positif,positif,positif,positif
Mursali Sali,1/3/2023,5,Jempol,jempol,['jempol'],positif,positif,negatif,positif
Pengguna Google,11/11/2023,5,Tambahkan Widget Cuaca,tambah widget cuaca,"['tambah', 'widget', 'cuaca']",positif,positif,positif,positif
Sandi Hasan,1/5/2023,2,Mohon ya lebih akurat lagi ada impormasi di daerah gempa dekat ko gk ada tapi yang jauh trus,mohon ya lebih akurat lagi ada impormasi daerah gempa dekat ko gk ada tapi jauh trus,"['mohon', 'ya', 'lebih', 'akurat', 'lagi', 'ada', 'impormasi', 'daerah', 'gempa', 'dekat', 'ko', 'gk', 'ada', 'tapi', 'jauh', 'trus']",negatif,negatif,negatif,positif
Bakantan Kutung,9/4/2023,5,Kadang gempa bumi di Tanah laut yg terjadi di laut tidak di up load,kadang gempa bumi tanah laut yg jadi laut tidak up load,"['kadang', 'gempa', 'bumi', 'tanah', 'laut', 'yg', 'jadi', 'laut', 'tidak', 'up', 'load']",positif,positif,negatif,positif
Penta Pambudi L,11/23/2022,5,Mantap👍👍👍👍,mantap,['mantap'],positif,positif,negatif,negatif
Han Hanna,9/21/2024,3,Bmkg knp ya sekarang kalau ada gempa tidak ada pmberitahuan nya,bmkg knp ya sekarang kalau ada gempa tidak ada pmberitahuan nya,"['bmkg', 'knp', 'ya', 'sekarang', 'kalau', 'ada', 'gempa', 'tidak', 'ada', 'pmberitahuan', 'nya']",netral,negatif,positif,positif
suparno 67,4/30/2023,5,Sangat bermanfaat,sangat manfaat,"['sangat', 'manfaat']",positif,positif,positif,positif
GUNALA 12,4/28/2024,5,"MIN TAMBAHIN ALARM GEMPA KAYAK DIJEPANG, ANTI SIPASI DARI MASYARAKAT MEREKA GERCEP UNTUK MENYELAMATKAN DIRI",min tambahin alarm gempa kayak dijepang anti sipasi masyarakat mereka gercep selamat diri,"['min', 'tambahin', 'alarm', 'gempa', 'kayak', 'dijepang', 'anti', 'sipasi', 'masyarakat', 'mereka', 'gercep', 'selamat', 'diri']",positif,positif,positif,positif
Mahmud Maulid Doe,2/8/2023,1,Uninstall 👎,uninstall,['uninstall'],negatif,positif,positif,positif
Iman Sulaeman,2/24/2023,3,saya kasih bintang 3 dulu. alasannya. kok di situ ada pemberian ada pemberitahuan. bmkg 2 item baru. kok saya cari-cari nggak ada notifikasinya. buat pengembang mohon diperbaiki lagi. setelah saya mengupdate versi terbaru. ke pemberitahuannya bmkg terhenti terus. untuk yang lain-lainnya. membantu banget. deh pokoknya mantap untuk info bmkg. begitu ya. untuk kalau bisa. kita bikin akun dulu. biar nanti ke sananya tahu. biar lebih akurat. pokoknya infonya. pembantu banget deh.,saya kasih bintang dulu alas kok situ ada beri ada pemberitahuan bmkg item baru kok saya caricari nggak ada notifikasi buat kembang mohon baik lagi telah saya mengupdate versi baru pemberitahuannya bmkg henti terus lainlainnya bantu banget deh pokok mantap info bmkg begitu ya kalau bisa kita bikin akun dulu biar nanti sana tahu biar lebih akurat pokok info bantu banget deh,"['saya', 'kasih', 'bintang', 'dulu', 'alas', 'kok', 'situ', 'ada', 'beri', 'ada', 'pemberitahuan', 'bmkg', 'item', 'baru', 'kok', 'saya', 'caricari', 'nggak', 'ada', 'notifikasi', 'buat', 'kembang', 'mohon', 'baik', 'lagi', 'telah', 'saya', 'mengupdate', 'versi', 'baru', 'pemberitahuannya', 'bmkg', 'henti', 'terus', 'lainlainnya', 'bantu', 'banget', 'deh', 'pokok', 'mantap', 'info', 'bmkg', 'begitu', 'ya', 'kalau', 'bisa', 'kita', 'bikin', 'akun', 'dulu', 'biar', 'nanti', 'sana', 'tahu', 'biar', 'lebih', 'akurat', 'pokok', 'info', 'bantu', 'banget', 'deh']",netral,positif,netral,negatif
Sulastri Djalil,1/18/2024,3,Suka lemot apk nya.,suka lot apk nya,"['suka', 'lot', 'apk', 'nya']",netral,positif,positif,positif
Veronika Irianas,9/28/2024,5,Sangat akurat dan membantu,sangat akurat bantu,"['sangat', 'akurat', 'bantu']",positif,positif,positif,positif
Awal Syahrani,3/28/2024,5,Infox cepat dan tepat...,infox cepat tepat,"['infox', 'cepat', 'tepat']",positif,positif,negatif,negatif
Joko Satriono,12/31/2024,4,"Lokasi tidak akurat, padahal GPS aktif. Sudah diketik manual bisa. Kalo keluar aplikasi harus ketik lokasi lagi.",lokasi tidak akurat padahal gps aktif sudah ketik manual bisa kalo keluar aplikasi harus ketik lokasi lagi,"['lokasi', 'tidak', 'akurat', 'padahal', 'gps', 'aktif', 'sudah', 'ketik', 'manual', 'bisa', 'kalo', 'keluar', 'aplikasi', 'harus', 'ketik', 'lokasi', 'lagi']",positif,negatif,positif,positif
Cornelis Alexander Leorohi,8/6/2023,5,Sangat bagus untuk deteksi dini.,sangat bagus deteksi dini,"['sangat', 'bagus', 'deteksi', 'dini']",positif,positif,positif,positif
Volksa Camelia,12/16/2022,5,"Tolong tingkatkan lagi radar cuacanya, agar dapat memberikan perkiraan cuaca secara akurat dan tepat sasaran walaupun, tidak menyentuh 100% dikarenakan situasi sekarang cuaca gak jelas, terutama untuk yang bekerja jauh, anak sekolah, dll hal itu sangat fatal sekali, apalagi kalau tiba-tiba hujan, khususnya buat anak sekolah, rawan sakit. BMKG memang sudah dapat zona bebas korupsi, tapi kalau ditambah zona beteknologi mutakhir dan canggih terhadap khususnya cuaca, dan bencana alam, lebih baik kan",tolong tingkat lagi radar cuaca agar dapat beri kira cuaca cara akurat tepat sasar walaupun tidak sentuh karena situasi sekarang cuaca gak jelas utama kerja jauh anak sekolah dll hal sangat fatal sekali apalagi kalau tibatiba hujan khusus buat anak sekolah rawan sakit bmkg memang sudah dapat zona bebas korupsi tapi kalau tambah zona beteknologi mutakhir canggih hadap khusus cuaca bencana alam lebih baik kan,"['tolong', 'tingkat', 'lagi', 'radar', 'cuaca', 'agar', 'dapat', 'beri', 'kira', 'cuaca', 'cara', 'akurat', 'tepat', 'sasar', 'walaupun', 'tidak', 'sentuh', 'karena', 'situasi', 'sekarang', 'cuaca', 'gak', 'jelas', 'utama', 'kerja', 'jauh', 'anak', 'sekolah', 'dll', 'hal', 'sangat', 'fatal', 'sekali', 'apalagi', 'kalau', 'tibatiba', 'hujan', 'khusus', 'buat', 'anak', 'sekolah', 'rawan', 'sakit', 'bmkg', 'memang', 'sudah', 'dapat', 'zona', 'bebas', 'korupsi', 'tapi', 'kalau', 'tambah', 'zona', 'beteknologi', 'mutakhir', 'canggih', 'hadap', 'khusus', 'cuaca', 'bencana', 'alam', 'lebih', 'baik', 'kan']",positif,positif,positif,positif
Shandy F,5/1/2024,4,"Kebuka nya lama banget, kadang force close, optimalkan lagi ya min buat di android 14",buka nya lama banget kadang force close optimal lagi ya min buat android,"['buka', 'nya', 'lama', 'banget', 'kadang', 'force', 'close', 'optimal', 'lagi', 'ya', 'min', 'buat', 'android']",positif,negatif,positif,positif
Aris Kurniawan,2/28/2025,1,"Setela update malah semakin banyak bug. Gps tidak bisa deteksi,citra satelit pun susah untuk dibuka.",setela update malah makin banyak bug gps tidak bisa deteksicitra satelit pun susah buka,"['setela', 'update', 'malah', 'makin', 'banyak', 'bug', 'gps', 'tidak', 'bisa', 'deteksicitra', 'satelit', 'pun', 'susah', 'buka']",negatif,negatif,positif,positif
Bq Sahinun,3/18/2024,5,Terima kasih atas informasinya,terima kasih atas informasi,"['terima', 'kasih', 'atas', 'informasi']",positif,positif,positif,positif
Petruk,10/19/2023,2,"Kurang akurat, Makanya saya pakai aplikasi luar ngecek pergerakan awan & hujan live lgi... 90 % akurat",kurang akurat makanya saya pakai aplikasi luar ngecek gera awan hujan live lgi akurat,"['kurang', 'akurat', 'makanya', 'saya', 'pakai', 'aplikasi', 'luar', 'ngecek', 'gera', 'awan', 'hujan', 'live', 'lgi', 'akurat']",negatif,negatif,negatif,positif
Pedro Magno Texeira,1/1/2023,5,Sangat bermanfaat sekali,sangat manfaat sekali,"['sangat', 'manfaat', 'sekali']",positif,positif,positif,positif
Fadel Mohammad,9/9/2023,3,"Untuk pengiriman pesan gempa itu telat 3-5 menit setelah getaran berlangsung, lebih baik untuk aplikasinya agar mengirimkan pesan tepat waktu atau real time.",kirim pesan gempa telat menit telah getar langsung lebih baik aplikasi agar kirim pesan tepat waktu atau real time,"['kirim', 'pesan', 'gempa', 'telat', 'menit', 'telah', 'getar', 'langsung', 'lebih', 'baik', 'aplikasi', 'agar', 'kirim', 'pesan', 'tepat', 'waktu', 'atau', 'real', 'time']",netral,negatif,netral,positif
Marlinnilam dmc2022,8/5/2023,4,Untuk Info BMKG Cukup Bagus,info bmkg cukup bagus,"['info', 'bmkg', 'cukup', 'bagus']",positif,positif,positif,positif
Hasan Tatroman,7/3/2023,5,Sangat bagus,sangat bagus,"['sangat', 'bagus']",positif,positif,positif,netral
Karina,12/14/2024,1,Habis diperbatui malah ngebug. Gk bs dibuka 🤦‍♀️,habis batu malah ngebug gk bs buka,"['habis', 'batu', 'malah', 'ngebug', 'gk', 'bs', 'buka']",negatif,negatif,positif,positif
Kadek Alvin,5/5/2023,5,Bagus untuk pemain layangan,bagus main layang,"['bagus', 'main', 'layang']",positif,positif,netral,negatif
wj 19,11/22/2022,1,"Sering buck, gak bisa langsung dibuka. Muncul layar putih doang",sering buck gak bisa langsung buka muncul layar putih doang,"['sering', 'buck', 'gak', 'bisa', 'langsung', 'buka', 'muncul', 'layar', 'putih', 'doang']",negatif,negatif,netral,positif
Paurosi Yulius Susanto,3/17/2024,5,very good,very good,"['very', 'good']",positif,positif,netral,negatif
LUKMAN SHOBY,2/15/2024,3,Lama update gempa nya,lama update gempa nya,"['lama', 'update', 'gempa', 'nya']",netral,negatif,negatif,positif
KASIH AFRIL,12/23/2024,4,Empat dulu ya. Soalnya aku baru download.🤭,empat dulu ya soal aku baru download,"['empat', 'dulu', 'ya', 'soal', 'aku', 'baru', 'download']",positif,positif,negatif,positif
heri k,1/1/2023,5,👍👍,positif,[],positif,positif,negatif,positif
Ghozali Ishaq,7/28/2024,5,Gw kesini karena shinna wkwk,gw kesini karena shinna wkwk,"['gw', 'kesini', 'karena', 'shinna', 'wkwk']",positif,positif,positif,positif
Yesika Agusmi Rahayu,12/3/2022,5,Tolong dimanfaatkan fitur EWS standart Internasional di OS Android. Saya ngalamin gempa gak pernah muncul EWS di Android tambah fitur EWS dimanfaatkan salah satu Provider untuk mengirimkan Iklan,tolong manfaat fitur ews standart internasional os android saya ngalamin gempa gak pernah muncul ews android tambah fitur ews manfaat salah satu provider kirim iklan,"['tolong', 'manfaat', 'fitur', 'ews', 'standart', 'internasional', 'os', 'android', 'saya', 'ngalamin', 'gempa', 'gak', 'pernah', 'muncul', 'ews', 'android', 'tambah', 'fitur', 'ews', 'manfaat', 'salah', 'satu', 'provider', 'kirim', 'iklan']",positif,netral,positif,positif
zamzamil k,1/7/2023,1,"App sering crass, base analisis saya di exception hanling bagian app permission. Mohon segera perbaiki.",app sering crass base analisis saya exception hanling bagi app permission mohon segera baik,"['app', 'sering', 'crass', 'base', 'analisis', 'saya', 'exception', 'hanling', 'bagi', 'app', 'permission', 'mohon', 'segera', 'baik']",negatif,netral,positif,positif
kaurin chanell,12/13/2022,5,ok,ok,['ok'],positif,positif,netral,positif
jasmin bue,2/8/2025,5,Ok,ok,['ok'],positif,positif,netral,positif
Via.S,9/22/2024,4,"Bagus Tapi kalau ada gempa 3 SR, 4 SR kok nggak muncul di notif ya. Kenapa ya",bagus tapi kalau ada gempa sr sr kok nggak muncul notif ya kenapa ya,"['bagus', 'tapi', 'kalau', 'ada', 'gempa', 'sr', 'sr', 'kok', 'nggak', 'muncul', 'notif', 'ya', 'kenapa', 'ya']",positif,negatif,positif,positif
Satrio Hibatulwafi Wibowo,7/24/2023,5,MANTUUL,mantuul,['mantuul'],positif,positif,positif,positif
Sarifudin Didin,11/21/2022,1,Udh di download berkali kali tetap susah gak manpak apa apa loading trus,udh download kali kali tetap susah gak manpak apa apa loading trus,"['udh', 'download', 'kali', 'kali', 'tetap', 'susah', 'gak', 'manpak', 'apa', 'apa', 'loading', 'trus']",negatif,negatif,positif,positif
Muh Fadhil,12/13/2022,1,"Apk dibenerin lah,sering error dah,pas dibuka malah keluar sendiri,padahal memory hp masih banyak,emang dari sananya yang error berarti",apk dibenerin lahsering error dahpas buka malah keluar sendiripadahal memory hp masih banyakemang sana error arti,"['apk', 'dibenerin', 'lahsering', 'error', 'dahpas', 'buka', 'malah', 'keluar', 'sendiripadahal', 'memory', 'hp', 'masih', 'banyakemang', 'sana', 'error', 'arti']",negatif,negatif,positif,positif
januarius nahak,5/13/2024,5,Sangat bermanfaat sekali,sangat manfaat sekali,"['sangat', 'manfaat', 'sekali']",positif,positif,positif,positif
Hendrizulkhairunnas 1,2/8/2024,4,Sangat membantu,sangat bantu,"['sangat', 'bantu']",positif,positif,positif,positif
M.Alfatih Anendy ___,4/25/2023,5,Not bad,not bad,"['not', 'bad']",positif,positif,netral,positif
nurhaida basri,12/21/2024,1,"Setelah update malah gajelas infonya, lokasinya pun tdk akurat, yang ditampilin malah info di lokasi jabodetabek, padahal saya di sulawesi😭 Gk banget deh pokoknya😭🙏🏻",telah update malah gajelas info lokasi pun tdk akurat ditampilin malah info lokasi jabodetabek padahal saya sulawesi gk banget deh pokok,"['telah', 'update', 'malah', 'gajelas', 'info', 'lokasi', 'pun', 'tdk', 'akurat', 'ditampilin', 'malah', 'info', 'lokasi', 'jabodetabek', 'padahal', 'saya', 'sulawesi', 'gk', 'banget', 'deh', 'pokok']",negatif,negatif,positif,positif
Santri Adi,11/18/2024,4,Sangat membantu untuk mengetahui cuaca hujan,sangat bantu tahu cuaca hujan,"['sangat', 'bantu', 'tahu', 'cuaca', 'hujan']",positif,positif,netral,positif
Simson Sereh,1/19/2024,5,Sangat membantu.,sangat bantu,"['sangat', 'bantu']",positif,positif,positif,positif
Tegar taqwa Perdana putra,11/27/2022,5,"Update kali ini bagus, sudah ada radar cuacanya",update kali bagus sudah ada radar cuaca,"['update', 'kali', 'bagus', 'sudah', 'ada', 'radar', 'cuaca']",positif,positif,netral,positif
Karsi Yem,9/4/2024,4,Cara mengetahui gempanya berpotensi tsunami bagaimana yah??,cara tahu gempa potensi tsunami bagaimana yah,"['cara', 'tahu', 'gempa', 'potensi', 'tsunami', 'bagaimana', 'yah']",positif,positif,positif,positif
Dadi dadi,1/11/2023,3,Butuh info gempa tercepat,butuh info gempa cepat,"['butuh', 'info', 'gempa', 'cepat']",netral,positif,positif,positif
brillian satria,12/14/2024,3,"kecewa, di update malah ngebug tata letak berantakan dan gambar biasanya terdisplay di depan menghilang, tulisan tertutupi layer yg salah letak... tolong perbaiki",kecewa update malah ngebug tata letak beranta gambar biasa terdisplay depan hilang tulis tutup layer yg salah letak tolong baik,"['kecewa', 'update', 'malah', 'ngebug', 'tata', 'letak', 'beranta', 'gambar', 'biasa', 'terdisplay', 'depan', 'hilang', 'tulis', 'tutup', 'layer', 'yg', 'salah', 'letak', 'tolong', 'baik']",netral,negatif,negatif,netral
Sahi Din,9/25/2024,5,Saya langsung kasih 5 walaupun mau coba...,saya langsung kasih walaupun mau coba,"['saya', 'langsung', 'kasih', 'walaupun', 'mau', 'coba']",positif,positif,negatif,positif
Ambyak Taflikhul,11/5/2024,4,خزغة٥ م،، ٥زع,positif,[],positif,positif,positif,positif
Rovel Handri,4/29/2023,5,Okee,okee,['okee'],positif,positif,positif,positif
Amigo Sobo,1/28/2023,5,Bagus Sejali,bagus jali,"['bagus', 'jali']",positif,positif,netral,positif
Tiara Amanda,6/3/2023,3,"Mohon untuk di tingkatkan lagi untuk fitur notifikasinya agar para pengguna tidak kesusahan untuk mendapatkan notifikasi gempa, bahkan sering sekali tidak mendapatkan notifikasi dan kadang karna delay sering terjadi spam notifikasi yang membuat kurang nyaman. Fitur kualitas cuaca hanya mencakup kota kota tertentu saja, sehingga pengguna yang daerahnya tidak termasuk tidak bisa melihat kuaalitas udara di daerah mereka, harusnya setiap kabupaten dimasukan sehingga memudahkan para pengguna",mohon tingkat lagi fitur notifikasi agar para guna tidak susah dapat notifikasi gempa bahkan sering sekali tidak dapat notifikasi kadang karna delay sering jadi spam notifikasi buat kurang nyaman fitur kualitas cuaca hanya cakup kota kota tentu saja sehingga guna daerah tidak masuk tidak bisa lihat kuaalitas udara daerah mereka harus tiap kabupaten masuk sehingga mudah para guna,"['mohon', 'tingkat', 'lagi', 'fitur', 'notifikasi', 'agar', 'para', 'guna', 'tidak', 'susah', 'dapat', 'notifikasi', 'gempa', 'bahkan', 'sering', 'sekali', 'tidak', 'dapat', 'notifikasi', 'kadang', 'karna', 'delay', 'sering', 'jadi', 'spam', 'notifikasi', 'buat', 'kurang', 'nyaman', 'fitur', 'kualitas', 'cuaca', 'hanya', 'cakup', 'kota', 'kota', 'tentu', 'saja', 'sehingga', 'guna', 'daerah', 'tidak', 'masuk', 'tidak', 'bisa', 'lihat', 'kuaalitas', 'udara', 'daerah', 'mereka', 'harus', 'tiap', 'kabupaten', 'masuk', 'sehingga', 'mudah', 'para', 'guna']",netral,positif,positif,positif
bang Fajar F67,1/2/2023,5,Sangat bermanfaat. Update terus ya. Terima kasih.,sangat manfaat update terus ya terima kasih,"['sangat', 'manfaat', 'update', 'terus', 'ya', 'terima', 'kasih']",positif,positif,positif,positif
Adi Marta,3/2/2023,5,Ok,ok,['ok'],positif,positif,positif,positif
Ade Rasmani,3/17/2024,4,Ok,ok,['ok'],positif,positif,positif,positif
RIZKI HAWINANDA Rizki Hawinanda,11/26/2023,5,Alhamdulillah Cuaca cerah ya amin,alhamdulillah cuaca cerah ya amin,"['alhamdulillah', 'cuaca', 'cerah', 'ya', 'amin']",positif,positif,netral,positif
Da Wardatnnsa,12/4/2023,4,Bagus lebih di tingkatkan kembali untuk uodate nya,bagus lebih tingkat kembali uodate nya,"['bagus', 'lebih', 'tingkat', 'kembali', 'uodate', 'nya']",positif,positif,positif,positif
Irfan Zidni,5/1/2023,5,Bagus,bagus,['bagus'],positif,positif,positif,positif
Fredi Fu,11/22/2022,5,Mantap,mantap,['mantap'],positif,positif,positif,positif
Fajar Purwanto,6/4/2024,5,Ke sini gegara admin stageof.gowa wkwkk naik ini gaji nya min :v,sini gegara admin stageofgowa wkwkk naik gaji nya min v,"['sini', 'gegara', 'admin', 'stageofgowa', 'wkwkk', 'naik', 'gaji', 'nya', 'min', 'v']",positif,negatif,positif,positif
Triono,4/28/2023,5,Baguuuussss,baguuuussss,['baguuuussss'],positif,positif,positif,positif
John Oktaviano Rolando,2/24/2023,5,👍👍,positif,[],positif,positif,positif,positif
RISQI RAMADANI,3/15/2023,5,Hooh tenan,hooh tenan,"['hooh', 'tenan']",positif,positif,positif,positif
Uayzidny Zidny,11/26/2022,1,Lambat update info tiap ada gempa,lambat update info tiap ada gempa,"['lambat', 'update', 'info', 'tiap', 'ada', 'gempa']",negatif,negatif,negatif,negatif
Mochamad Alfan Fathoni,10/7/2024,2,sangat kurang akurat,sangat kurang akurat,"['sangat', 'kurang', 'akurat']",negatif,positif,positif,positif
U soni Sopian,1/9/2024,5,Sangat membantu,sangat bantu,"['sangat', 'bantu']",positif,positif,positif,positif
Kasiyanto Kasiyanto,2/7/2023,3,Susah dibuka,susah buka,"['susah', 'buka']",netral,negatif,positif,positif
Andi Kandeman,7/5/2023,5,Bagus,bagus,['bagus'],positif,positif,negatif,positif
Hadi Bengoh,4/4/2023,5,Sangat bagus,sangat bagus,"['sangat', 'bagus']",positif,positif,positif,positif
Hasan TMA,11/21/2022,1,Lemot banget cok,lot banget cok,"['lot', 'banget', 'cok']",negatif,negatif,positif,positif
Kriswan Driyanto,4/29/2023,5,Sangat berguna untuk keamanan aktivitas out door,sangat guna aman aktivitas out door,"['sangat', 'guna', 'aman', 'aktivitas', 'out', 'door']",positif,positif,netral,positif
Taufik Hidayah,12/22/2022,5,Wow aplikasi ini penting untuk mendeteksi gempa 😀👍,wow aplikasi penting deteksi gempa,"['wow', 'aplikasi', 'penting', 'deteksi', 'gempa']",positif,positif,positif,positif
Oding Nawawi,12/15/2024,5,Terbaik dan konsiaten,baik konsiaten,"['baik', 'konsiaten']",positif,positif,netral,positif
Cepi Nugraha,11/29/2022,3,"informasi gempa tidak benar-benar realtime, memakan waktu terlalu lama dari kejadian",informasi gempa tidak benarbenar realtime makan waktu terlalu lama jadi,"['informasi', 'gempa', 'tidak', 'benarbenar', 'realtime', 'makan', 'waktu', 'terlalu', 'lama', 'jadi']",netral,negatif,positif,positif
Han Hanny,3/20/2024,4,membantu kalau mau bepergian,bantu kalau mau pergi,"['bantu', 'kalau', 'mau', 'pergi']",positif,positif,positif,positif
Kasma Jinne,1/13/2023,5,Aplikasi ini bagus bisa mengetahui cuaca dimanapun,aplikasi bagus bisa tahu cuaca mana,"['aplikasi', 'bagus', 'bisa', 'tahu', 'cuaca', 'mana']",positif,positif,positif,positif
Alvin Maulana Ibrahim (Noona),1/1/2023,5,Sangat informatif,sangat informatif,"['sangat', 'informatif']",positif,positif,negatif,positif
ariold 2023,9/7/2024,2,Lama update gempa,lama update gempa,"['lama', 'update', 'gempa']",negatif,negatif,positif,positif
Farras Raihan,2/6/2024,5,Keren aplikasi nya,keren aplikasi nya,"['keren', 'aplikasi', 'nya']",positif,positif,positif,positif
Steeven Glenn,10/4/2024,5,Good,good,['good'],positif,positif,positif,positif
Dody Prasetyo,5/6/2024,4,Tambahkan alarm peringatan untuk mendeteksi adanya gempa,tambah alarm ingat deteksi ada gempa,"['tambah', 'alarm', 'ingat', 'deteksi', 'ada', 'gempa']",positif,positif,positif,positif
Iswanto Wanto,3/22/2024,5,Bagus bngt,bagus bngt,"['bagus', 'bngt']",positif,positif,netral,positif
Pandi Wira Nata,2/5/2024,5,"Apk nya bagus, cuma update nya kurang responsif",apk nya bagus cuma update nya kurang responsif,"['apk', 'nya', 'bagus', 'cuma', 'update', 'nya', 'kurang', 'responsif']",positif,positif,positif,positif
Subambang Kadiran,2/4/2024,5,Bagus bisa update,bagus bisa update,"['bagus', 'bisa', 'update']",positif,positif,positif,positif
Siomay brebes,1/4/2024,4,"Aplikasinya bagus cuma ada yg kurang,tambahin lg fitur notifikasi gempa biar kalau ada gempa masyarakat bisa berlindung terlebih dahulu,makasih",aplikasi bagus cuma ada yg kurangtambahin lg fitur notifikasi gempa biar kalau ada gempa masyarakat bisa lindung lebih dahulumakasih,"['aplikasi', 'bagus', 'cuma', 'ada', 'yg', 'kurangtambahin', 'lg', 'fitur', 'notifikasi', 'gempa', 'biar', 'kalau', 'ada', 'gempa', 'masyarakat', 'bisa', 'lindung', 'lebih', 'dahulumakasih']",positif,positif,positif,positif
fery saputra,2/27/2023,5,Bagus,bagus,['bagus'],positif,positif,positif,positif
Sudirman Halawa,1/23/2023,5,Saya sangat senang karna sangat membantu kami dalam aktifitas kami seha hari trimakasih...,saya sangat senang karna sangat bantu kami dalam aktifitas kami seha hari trimakasih,"['saya', 'sangat', 'senang', 'karna', 'sangat', 'bantu', 'kami', 'dalam', 'aktifitas', 'kami', 'seha', 'hari', 'trimakasih']",positif,positif,positif,positif
Edi Ihwanto,12/20/2024,2,Habis diupdate malah gps gak terdeteksi. Selalu muncul lokasi jabotebek. Ya udah tak tunggu 3 hari kalo masih gini langsung uninstall aja.,habis diupdate malah gps gak deteksi selalu muncul lokasi jabotebek ya udah tak tunggu hari kalo masih gin langsung uninstall aja,"['habis', 'diupdate', 'malah', 'gps', 'gak', 'deteksi', 'selalu', 'muncul', 'lokasi', 'jabotebek', 'ya', 'udah', 'tak', 'tunggu', 'hari', 'kalo', 'masih', 'gin', 'langsung', 'uninstall', 'aja']",negatif,negatif,positif,positif
Mas Poer,1/3/2024,4,"Apresiasi untuk appnya, tapi masih terjadi kesalahan ramalan cuaca dan informasi bencana alam spt gempa belum cepat diumumkan 🙏",apresiasi appnya tapi masih jadi salah ramal cuaca informasi bencana alam spt gempa belum cepat umum,"['apresiasi', 'appnya', 'tapi', 'masih', 'jadi', 'salah', 'ramal', 'cuaca', 'informasi', 'bencana', 'alam', 'spt', 'gempa', 'belum', 'cepat', 'umum']",positif,positif,positif,positif
David Purwanto (David),11/23/2023,1,Butuh peningkatan versi,butuh tingkat versi,"['butuh', 'tingkat', 'versi']",negatif,positif,netral,positif
akang senju,2/10/2023,2,"info telat. lepas gempa baru di update info nya. tailah, cuma gitu semua orang juga bisa.",info telat lepas gempa baru update info nya tailah cuma gitu semua orang juga bisa,"['info', 'telat', 'lepas', 'gempa', 'baru', 'update', 'info', 'nya', 'tailah', 'cuma', 'gitu', 'semua', 'orang', 'juga', 'bisa']",negatif,positif,netral,positif
Ab1 Tyx,1/5/2023,1,"PARAH 👎👎 MINTA UPDATE TERUS, UDAH DI UPDATE MALAH GAK BISA KE BUKA, MAAF BINTANG 7 JADI BINTANG 1 👎👎👎👎👎",parah minta update terus udah update malah gak bisa buka maaf bintang jadi bintang,"['parah', 'minta', 'update', 'terus', 'udah', 'update', 'malah', 'gak', 'bisa', 'buka', 'maaf', 'bintang', 'jadi', 'bintang']",negatif,negatif,negatif,negatif
Agus Budiono,12/14/2024,5,Selalu tampil setiap dibutuhkan.,selalu tampil tiap butuh,"['selalu', 'tampil', 'tiap', 'butuh']",positif,positif,positif,positif
Penx Iis,8/21/2024,5,Pemberitahuan nya lebih lambat dari kejadian.. seharus nya pemberitahuan dulu supaya kita bisa waspada,pemberitahuan nya lebih lambat jadi harus nya pemberitahuan dulu supaya kita bisa waspada,"['pemberitahuan', 'nya', 'lebih', 'lambat', 'jadi', 'harus', 'nya', 'pemberitahuan', 'dulu', 'supaya', 'kita', 'bisa', 'waspada']",positif,positif,positif,positif
Muchdin,11/26/2022,5,"Bagus sekali, sehingga dapat memantau kejadian alam seperti gempa bumi dan lainnya.",bagus sekali sehingga dapat pantau jadi alam seperti gempa bumi lain,"['bagus', 'sekali', 'sehingga', 'dapat', 'pantau', 'jadi', 'alam', 'seperti', 'gempa', 'bumi', 'lain']",positif,positif,positif,positif
Mazino - Akun Game,11/26/2022,1,"Katanya Fix bug, tapi malah ga bisa d buka sama sekali setelah update. Udh coba unlinstal trs instal, clear cache, hapus data. Masih ga bisa d buka, hadeuh...",kata fix bug tapi malah ga bisa d buka sama sekali telah update udh coba unlinstal trs instal clear cache hapus data masih ga bisa d buka hadeuh,"['kata', 'fix', 'bug', 'tapi', 'malah', 'ga', 'bisa', 'd', 'buka', 'sama', 'sekali', 'telah', 'update', 'udh', 'coba', 'unlinstal', 'trs', 'instal', 'clear', 'cache', 'hapus', 'data', 'masih', 'ga', 'bisa', 'd', 'buka', 'hadeuh']",negatif,negatif,negatif,negatif
